id,title,author,cities
11912,"The Shadow of the Past","F.E. Mills Young","23613,23613,23613,23574,23574,23574,23574,23574,23574,23613,23613,23508,23613,23613,23508,23613,23574,23613,23613,23574,23613,23613,23613,23574,23574,23574,23574,23574,23574"
11913,Coelebs,"F.E. Mills Young","21651,21651"
11914,"Yankee Girls in Zulu Land","Louise Vescelius-Sheldon","21921,23613,23613,23613,22760,22760,23613,23613,23613,23613,23613,23613,23613,23592,23613,23613,23613,23508,23508,23613,23613,23508,23508,23508,23508,23613,23568,23568,23568,23568,2538,23568,23568,23568,23568,2538,23613,23508,23508,23613,23527"
11915,"An I.D.B. in South Africa","Louise Vescelius-Sheldon","23613,21921,23613,23508,23508,23613,21921"
11916,"Hot corn: Life Scenes in New York Illustrated","Solon Robinson","20430,21820,21820,20430"
11917,"The Triumph of Jill","F.E. Mills Young","2538,2538,2538"
11918,"The City in the Clouds","C. Ranger Gull","2523,2523,2523,2523,2523,21651,2523,1571,2523,2523,2523,21651,2523,21651,1196,2523,21651,7952,2523"
11919,"Stage-coach and Tavern Days","Alice Morse Earle","20342,8325,8325,21921,2490,21845,20681,21149,15135,2491,21149,20078,21150,20430,21150,21150"
11920,"Chaucer and His England","G. G. Coulton","6981,7587"
11921,"Fly Fishing in Wonderland",Klahowya,"21740,22159"
11922,"Little Folks of North America","Mary Hazelton Wade","239,19986,19986,2490,2490,1405,239,1405,1405,1405,1405,1405"
11923,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 5",Various,"21921,7835,10968,20430,20430,20430,2514,23613,21336,1571,1571"
11924,"Dickens As an Educator","James L. (James Laughlin) Hughes","21651,20939"
11925,"The Works of Honore de Balzac","Honore de Balzac","14578,21651,21650,2538,2538,21651,236"
11926,"Virginia Architecture in the Seventeenth Century","Henry Chandlee Forman","23056,20626,20634,20634,20634"
11927,"Susan Clegg and Her Love Affairs","Anne Warner","239,20681,20681,20681,20681,20681"
11928,"Garcia the Centenarian And His Times","M. Sterling Mackinlay","20430,1405,1405,2514"
11929,"Lay Morals","Robert Louis Stevenson","239,239"
11930,"The Whale and the Grasshopper","Seumas O'Brien","65,20078"
11931,"Those Dale Girls","Frank Weston Carruth","20430,22455,22455,22455,236,236,236,239,239"
11932,"The Deluge, Vol. II. (of 2)","Henryk Sienkiewicz","16714,21918,21918,21918,21918,16714,21650"
11933,"DISTURBANCES OF THE HEART","OLIVER T. OSBORNE, A.M., M.D.","5263,21519"
11934,"The Blue Grass Seminary Girls on the Water","Carolyn Judson Burnett","20681,239,239,239,239,239,239,239,21921,21820,4045,20430,239,21071,2876,239,239,4045,4045,4045,239,4045,239,4045,4045,239,20078"
11935,"The Standard Galleries - Holland","Esther Singleton","15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,15135,2538,15135,15135,15135,15135,15135,15135,15135"
11936,"The Bradys After a Chinese Princess","Francis Worcester Doughty","239,239,239,20078,239,239,239,239,239,239,239,239,239,239,239,22455,239,239,239,239,20078,239,239,21726,21726,21726"
11937,"The Boy's Book of Heroes","Helena Peake","22720,22720,22720,19983,14578,19983,20577,14578,19983"
11938,"Geographic Variation in the Pocket Gopher, Thomys bottae, in Colorado","Phillip M. Youngman","22776,22776,22679,22679,1601,22824,22687,234,22679,22687"
11939,Wolfville,"Alfred Henry Lewis","22222,22222,1601,22222,1601,1601,223,223,2870,1601,20430,15648,22745,1601"
11940,"Tiny Luttrell","Ernest William Hornung","19983,16720"
11941,"Music-Study in Germany","Amy Fay","239,15646,239"
11942,"Harry Milvaine","Gordon Stables",21651
11943,"Medical Life in the Navy","Gordon Stables","20317,21651,23613,23613,21651"
11944,"Aileen Aroon, A Memoir","Gordon Stables","23613,23613,505,505"
11945,"The Little Red Foot","Robert W. Chambers","2538,23080,23080,23080,21359,21359,21359,21359,21359,21359,21921,20373,21359,21921,21359,21359,21921,22063,20475"
11946,"Brenda's Bargain","Helen Leah Reed","2576,21259,22679,21439,15378,15378,21458"
11947,"The Clan Fraser in Canada","Alexander Fraser","21740,20792,2487,2515"
11948,"Count Frontenac","William Dawson LeSueur","6981,22171,22171,21740,21740"
11949,"Four Years in France","Henry Digby Beste","505,2523"
11950,Mortmain,"Arthur Cheny Train","8334,8334,8334,21726,20976,20626"
11951,"Lighter Moments from the Notebook of Bishop Walsham How","Frederick Douglas How","23568,7680,23568,23568,23568"
11952,"The Old-Fashioned Fairy Book","Constance Cary Harrison",22827
11953,"Contemporary Socialism","John Rae","239,239"
11954,"Pray You, Sir, Whose Daughter?","Helen H. Gardener","21820,21820"
11955,"Annie o' the Banks o' Dee","Gordon Stables","20317,239,20317,239,20317,239,19983,239,239,239,20317"
11956,"Motor Truck Logging Methods","Frederick Malcolm Knapp",239
11957,"A Far Country, Book 1","Winston Churchill","2514,20489,20489"
11958,"Object: matrimony","Montague Glass","21726,21726,21726"
11959,"Beautiful Bulbous Plants","John Weathers","21884,169"
11960,"The Right to Privacy","Samuel D. Warren","2514,2514,2514,2514,2514,2514,2514,2514,2514"
11961,"Rob of the Bowl, Vol. I (of 2)","John P. Kennedy","21796,19983,21614,20608,20608,20608,20608,20608,4079,20608,20608,20608,20608,20608,20608,20608"
11962,"A Far Country, Book 2","Winston Churchill","21152,2514"
11963,"The Secret Toll","Paul And Mabel Thorne","15378,21552,15378,15378,15378,15378,15378,15378,15378,15378"
11964,"Notes and Queries, Number 84, June 7, 1851",Various,8334
11965,"A Far Country, Book 3","Winston Churchill","1169,15646,15646,15646"
11966,"The Argentine Republic",Anonymous,"239,239,2018,191,22720,22720,191,239,191,169,191,191,191,169,191,239,239,191,234,228,191,191,191,191,191,191,191,191,22720,169,191,191,191,191,191,191,191"
11967,"Letters to Severall Persons of Honour","John Donne","21651,21651,21651,21651"
11968,"Tobacco Leaves","W. A. Brennan","4084,1405,21921,21921,20430,4084,4084,21726,20430,239,23613"
11969,"Chlorination of Water","Joseph  Race","21726,21921,20357,21726,21921,21921,21921,2490,22687,22687,23568,21192,21726,20357,20430,20430"
11970,"A Far Country, Complete","Winston Churchill","2514,20489,20489,20489,21152,15646,1169,15646,15646,2514"
11971,"My Memoirs","Marguerite Steinheil","20184,170,6967,170,20184,17292"
11972,"Burning of the Brooklyn Theatre",Anonymous,"239,20430,20230,20430,239,20230,21511,21150,21833"
11973,"Fifty Years of Golf","Horace G. Hutchinson","7993,7680,7993,7680,7680,21537,21537,21537"
11974,"The Strange Story Book","Mrs. Andrew Lang","8325,21572,169"
11975,"Edgar Saltus: The Man","Marie Saltus","21921,21149,14249,14249,14249,22455,15646,239,239,4045,239,239,22455,22455,22455,4045,4045,22455,22455,239,19986,19986,239,4045,4045,4045,4045,7952,22455,22455,21985,2516,22455"
11976,"Fantastic Fables","Ambrose Bierce",239
11977,"On the Field of Glory","Henryk Sienkiewicz",16714
11978,"William Blake","Irene Langridge","144,1571"
11979,"The Rising Tide of Color Against White World-Supremacy","Theodore Lothrop Stoddard","1601,1601,17292,1601,4045,14249,14249,191,20976,22455,4045,14249,191,4045,20976,14004,5852,1601,22746"
11980,"The Writings of Thomas Paine, Vol. I","Thomas Paine","21716,21716,21716,21969,21993,20475,21993,20475,21969"
11981,"The Duke Decides","Headon Hill",2576
11982,"Trumpeter Fred","Charles King","23459,1601,23459,23459,22808,23459,23459,23459,22808"
11983,"Simon Eichelkatz; The Patriarch","Ulrich Frank","1571,20608,20608,20608"
11984,"Paint Technology and Tests","Henry A. Gardner","20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,21921,21921,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681,20681"
11985,"The Life and Times of Kateri Tekakwitha","Ellen H. Walworth","2461,2461,8325,8325,21958,2461,2461,2461,2461,2461,2461,2461,2461,20577,2461,2461,2461,2461,2461,2461,2461,20430"
11986,"The Life and Death of Doctor Faustus Made into a Farce","William  Mountfort","14578,21519,18445,22455"
11987,"Scientific Culture, and Other Essays","Josiah Parsons Cooke",21149
11988,"Polly and Her Friends Abroad","Lillian Elizabeth Roy","21921,21921,15135,11895,21921,11893,21921"
11989,"The Writings of Thomas Paine, Volume IV.","Thomas Paine","8325,8325,8325"
11990,"The Sin of Monsieur Pettipon","Richard Connell","21969,21921,21820,21896,21921,20430,20230,20230,20357,20357"
11991,"Short Stories of the New America",Various,"21053,21921"
11992,"The Motor Maids Across the Continent","Katherine Stokes","239,239,21170,21149,239,239,239,21170,21170,239,22888,22888,22888,22888,22888,22888,22888,2514,21170,22888,22888,21170,239,239,22888,239,22888,22888,22888,22888,22888,239,22888,22888,22888,239,20078,239,239,239,22888,22888,22888,22888"
11993,"The Motor Maids' School Days","Katherine Stokes","21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170,21170"
11994,"The Trial","Charlotte M. Yonge","20430,2514"
11995,"King Lear's Wife; The Crier by Night; The Riding to Lithend; Midsummer-Eve; Laodice and Danae","Gordon Bottomley",65
11996,"Puppets at Large","F. Anstey","7969,2576,7969,15135"
11997,"Aspects of Reproduction and Development in the Prairie Vole (Microtus ochrogaster)","Henry S. Fitch",5727
11998,Rough-Hewn,"Dorothy Canfield","21921,191,20430,21820,239,19986"
11999,"Canada: Its Postage Stamps and Postal Stationery","Clifton Armstrong Howes","21740,21740,21740,21740,21740,2515,21740,21740,21740,2514,21740,2503,2503,21740,21740,21740,21740,21740,21740,21740,21740,21740,239,21740,21740,21147,20976,21740,2489,21740,2489,21740,21740,2513,2513"
12000,"Natalie: A Garden Scout","Lillian Elizabeth Roy","21993,21993,22824,21993,21993"
12001,"Polly in New York","Lillian Elizabeth Roy","22191,22191,22191,21820,21820,21921,21820,21820,21820,22191,22191,2576,21149,2576,22191,21149,21149,22191,21921,21820"
12002,"The Judgment House","Gilbert Parker","2576,23613,7952,7952"
12003,"Blackie & Sons Catalogue - 1891",Various,15378
12004,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 6",Various,"6965,6965,6965,14002,474,1169,17430,21147,1169,21147,1169,21147,1169,239,23613,2515,21740,239,23459"
12005,Boating,"W. B. Woodgate","2516,20891,20891,21740"
12006,"The Builders","Ellen Glasgow","22760,19986,19986"
12007,"Lost in the Canyon","Alfred R. Calhoun","19983,236,236,22720,239,239"
12008,"Daisy Thornton","Mrs. Mary J. Holmes",20430
12009,"Some Imagist Poets, 1916","Richard Aldington","7952,7952,7952,7952"
12010,"The Great War in England in 1897","William Le Queux","23613,7395,7395,7508,7395,7395,7395,7508,7508,7550,2576,2576,239,23613,7324,6994,7815,7815,21918,2576,7739,7739,2576"
12011,"Mind Amongst the Spindles",Various,"2523,2514"
12012,"Jessie Graham","Mary J. Holmes","21149,21149,239,20430"
12013,"Taking Chances","Clarence L. Cullen","20430,20430,20430,21896,20430,20430,20430,20430,20430,20430,20430,20430,20430,239,239,21964,20430,20430,20430,20430,20430,22705,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,4045,20430,20430,15646,21205,21205,20357,20430,22849,22849,22977,22849,22849,22849,22977,22977,22849,22849,22977,22849,22849,22849,22849,22849,22849,22849,22849,22849,22849,22849,22849,4045,239,239,239,21190,21190,21190"
12014,"The Prose Writings of Heinrich Heine","Heinrich Heine",2576
12015,"The Debit Account","Oliver Onions","7952,7952,20792"
12016,"A Journey to the Interior of the Earth","Jules Verne",21650
12017,"Campaigning with Crook and Stories of Army Life","Charles King","22808,23459,23459,22808,20783,20783,20783,239,239,1601,22977,21194,23459,20783"
12018,"The Tangled Skein","Emmuska Orczy, Baroness Orczy","7736,7736"
12019,"The Postmaster","Joseph C. Lincoln","21426,15378,2576,2576,2576,2576,2576"
12020,"Sequoia [California] National Park","United States Department of the Interior","22720,22455,239,22455,239,239,239,22455,239,22455,22455,239,239,22455"
12021,"The Strand Magazine, Volume XXVII, Issue 160, April, 1904",Various,"20430,20097,20097,20097,20430,20430,20097,20097,20097,20321"
12022,"The Outdoor Chums on the Lake","Quincy Allen","20140,21921,20140"
12023,"Boy Scouts in the Northwest","G. Harvey Ralphson","2490,21921,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239"
12024,"The Gray Phantom's Return","Herman Landon",20357
12025,"The Chalice Of Courage","Cyrus Townsend Brady","20357,20681"
12026,"Fast Nine","Alan Douglas","21921,21921,20681,21732,21732"
12027,"Notes and Queries, Vol. III, Number 86, June 21, 1851",Various,20891
12028,"Stories of Old Kentucky","Martha Grassham Purcell","21757,20430,23459,20430,20430,20430,20430,20430,21757,20430,20430,20430,20430,20430,20430,20430,20373,20410,20430,20430"
12029,"Napoleon's Letters to Josephine","Henry Foljambe Hall","5449,16720,15879,6967,5449"
12030,"In Answer to Prayer","W. Boyd Carpenter",21651
12031,"Gammer Gurton's Needle","Mr. S. Mr. of Art",2538
12032,"A Short Narrative of the Life and Actions of His Grace John, D. of Marlborogh","Daniel Defoe","22455,22455"
12033,"The Spaniards in Florida","George R. Fairbanks","139,236,2867,152,1571,236,15652,20342,14578,236"
12034,"The Cassowary","Stanley Waterloo","22171,4045,239,22888,22888,239,239,22128,239,21192,22888"
12035,"The Psychology of Beauty","Ethel D. Puffer","2490,22760"
12036,"By Trench and Trail in Song and Story","Angus MacKay",22720
12037,"A Revision of Snakes of the Genus Conophis (Family Colubridae, from Middle America)","John Wellman","15664,223,15664,14124,4037,223,15516,8345,14410,15664,15664,8353,15656,1571,21537"
12038,"In a Mysterious Way","Anne Warner","23080,23080,23080"
12039,"The Notorious Impostor and Diego Redivivus","Elkanah Settle",22120
12040,"Curiousities of Great Britain: England and Wales Delineated Vol. 1","Thomas Dugdale","505,7643,20373,20792,7649,21572,505,7992,2576,7587,7969,7969"
12041,"Voyager's Tales","Richard Hakluyt","1405,1601,8258,1571,8258,1405,8258"
12042,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 7",Various,"2516,2516,21921,20891,21359,21359,8325,21921,21921,21921,5727,20626,21032,20459,20430,21921,22942,23650,23613,23613"
12043,Sermons,"J. B. Lightfoot",7877
12044,"Quick Action","Robert W. Chambers",19983
12045,"History of the Washington National Monument and of the Washington National Monument Society","Frederick Loviad Harvey","20321,20321,20321,20321,20321,239,20321,21921,19989,21458,21921,21921,20430"
12046,"San Francisco in Ruins",Various,"239,239,239,239,223,15664,22516,1169,239,239,22455,239,20078,22516,22516,20078,239,239,239,239,239,22455,239"
12047,"Southern War Songs",Various,"20430,20430,20430,22516,20430,1601,20430,20430,2870,22529,1601,1601,65,20430,20430,20430,20430"
12048,"The Hearth-Stone","Samuel Osgood",21149
12049,"'Persons Unknown'","Virginia Tracy","21820,21921,21820,21921,21921"
12050,"The Female Wits",Anonymous,"22455,22455,22455,22455"
12051,"Notes and Queries, Vol. IV, Number 88, July 5, 1851",Various,20792
12052,"The Beauty","Mrs. Wilson Woodrow","15646,15646,15646,15646,239,15646"
12053,"Campaign of the Fourteenth Regiment New Jersey Volunteers","J. Newton Terrill","20564,20564,20564,20564,20564,21000,22159,20564,20564,20564,21048,21048,21740"
12054,"'That's me all over, Mable'","Edward Streeter",21845
12055,"Wrestling and Wrestlers:","Jacob Robinson","21572,20491,2538"
12056,"Psychical Miscellanea","J. Arthur Hill","65,2576"
12057,"Natural History of the Ornate Box Turtle, Terrapene ornata ornata Agassiz","John M. Legler","20430,5727"
12058,"Notes and Queries, Vol. IV, Number 89, July 12, 1851",Various,7680
12059,"Secret History of the Court of England, from the Accession of George the Third to the Death of George the Fourth, Volume I (of 2)","Lady Anne Hamilton","2515,2515"
12060,"Secret History of the Court of England, from the Accession of George the Third to the Death of George the Fourth, Volume II (of 2)","Lady Anne Hamilton",2516
12061,"The Way of Decision","M. C. Pease",21149
12062,"Pencil Sketches","Eliza Leslie","20430,20430,20603,21958,20430,20430,1571,21458,21458,21458,21458,21458"
12063,"Great Inventions and Discoveries","Willis Duff Piercy","8334,21921,239,21921,21921,21921,21921,21566,22467,21921,20430,20430,21921,4079,22467,4079,4079,18527,21149,21149,21921,21149,21149,21921"
12064,"Punch, or the London Charivari, Vol. 105, September 16th, 1893",Various,20608
12065,"The Golden Hope","Robert H. Fuller","22108,16714,21918,21918,16714,16714,16714,21918,16714,16714,16714"
12066,"The Gates of Chance","Van Tassel Sutphen","20430,21921,20373,21921"
12067,"Catastrophe and Social Change","Samuel Henry Prince","239,239,239,239,20341,239,239,239,239,21740,239,239,239,239,21740"
12068,"The Coast of Adventure","Harold Bindloss","19983,20430,20430,20430"
12069,"The Baptist Magazine, Vol. 27, March 1835",Various,"12296,12296,12301,12301"
12070,"A Crooked Mile","Oliver Onions","7952,7952,7952,21651,21651,2538,20430,1405"
12071,"Women's Bathing and Swimming Costume in the United States","Claudia B. Kidwell","21921,21921,21820,21921,20321,21820,21732,239,20430"
