id,title,author
11988,"Polly and Her Friends Abroad","Lillian Elizabeth Roy"
11989,"The Writings of Thomas Paine, Volume IV.","Thomas Paine"
11990,"The Sin of Monsieur Pettipon","Richard Connell"
11991,"Short Stories of the New America",Various
11992,"The Motor Maids Across the Continent","Katherine Stokes"
11993,"The Motor Maids' School Days","Katherine Stokes"
11994,"The Trial","Charlotte M. Yonge"
11995,"King Lear's Wife; The Crier by Night; The Riding to Lithend; Midsummer-Eve; Laodice and Danae","Gordon Bottomley"
11996,"Puppets at Large","F. Anstey"
11997,"Aspects of Reproduction and Development in the Prairie Vole (Microtus ochrogaster)","Henry S. Fitch"
11998,Rough-Hewn,"Dorothy Canfield"
11999,"Canada: Its Postage Stamps and Postal Stationery","Clifton Armstrong Howes"
12000,"Natalie: A Garden Scout","Lillian Elizabeth Roy"
12001,"Polly in New York","Lillian Elizabeth Roy"
12002,"The Judgment House","Gilbert Parker"
12003,"Blackie & Sons Catalogue - 1891",Various
12004,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 6",Various
12005,Boating,"W. B. Woodgate"
12006,"The Builders","Ellen Glasgow"
12007,"Lost in the Canyon","Alfred R. Calhoun"
12008,"Daisy Thornton","Mrs. Mary J. Holmes"
12009,"Some Imagist Poets, 1916","Richard Aldington"
12010,"The Great War in England in 1897","William Le Queux"
12011,"Mind Amongst the Spindles",Various
12012,"Jessie Graham","Mary J. Holmes"
12013,"Taking Chances","Clarence L. Cullen"
12014,"The Prose Writings of Heinrich Heine","Heinrich Heine"
12015,"The Debit Account","Oliver Onions"
12016,"A Journey to the Interior of the Earth","Jules Verne"
12017,"Campaigning with Crook and Stories of Army Life","Charles King"
12018,"The Tangled Skein","Emmuska Orczy, Baroness Orczy"
12019,"The Postmaster","Joseph C. Lincoln"
12020,"Sequoia [California] National Park","United States Department of the Interior"
12021,"The Strand Magazine, Volume XXVII, Issue 160, April, 1904",Various
12022,"The Outdoor Chums on the Lake","Quincy Allen"
12023,"Boy Scouts in the Northwest","G. Harvey Ralphson"
12024,"The Gray Phantom's Return","Herman Landon"
12025,"The Chalice Of Courage","Cyrus Townsend Brady"
12026,"Fast Nine","Alan Douglas"
12027,"Notes and Queries, Vol. III, Number 86, June 21, 1851",Various
12028,"Stories of Old Kentucky","Martha Grassham Purcell"
12029,"Napoleon's Letters to Josephine","Henry Foljambe Hall"
12030,"In Answer to Prayer","W. Boyd Carpenter"
12031,"Gammer Gurton's Needle","Mr. S. Mr. of Art"
12032,"A Short Narrative of the Life and Actions of His Grace John, D. of Marlborogh","Daniel Defoe"
12033,"The Spaniards in Florida","George R. Fairbanks"
12034,"The Cassowary","Stanley Waterloo"
12035,"The Psychology of Beauty","Ethel D. Puffer"
12036,"By Trench and Trail in Song and Story","Angus MacKay"
12037,"A Revision of Snakes of the Genus Conophis (Family Colubridae, from Middle America)","John Wellman"
12038,"In a Mysterious Way","Anne Warner"
12039,"The Notorious Impostor and Diego Redivivus","Elkanah Settle"
12040,"Curiousities of Great Britain: England and Wales Delineated Vol. 1","Thomas Dugdale"
12041,"Voyager's Tales","Richard Hakluyt"
12042,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 7",Various
12043,Sermons,"J. B. Lightfoot"
12044,"Quick Action","Robert W. Chambers"
12045,"History of the Washington National Monument and of the Washington National Monument Society","Frederick Loviad Harvey"
12046,"San Francisco in Ruins",Various
12047,"Southern War Songs",Various
12048,"The Hearth-Stone","Samuel Osgood"
12049,"'Persons Unknown'","Virginia Tracy"
12050,"The Female Wits",Anonymous
12051,"Notes and Queries, Vol. IV, Number 88, July 5, 1851",Various
12052,"The Beauty","Mrs. Wilson Woodrow"
12053,"Campaign of the Fourteenth Regiment New Jersey Volunteers","J. Newton Terrill"
12054,"'That's me all over, Mable'","Edward Streeter"
12055,"Wrestling and Wrestlers:","Jacob Robinson"
12056,"Psychical Miscellanea","J. Arthur Hill"
12057,"Natural History of the Ornate Box Turtle, Terrapene ornata ornata Agassiz","John M. Legler"
12058,"Notes and Queries, Vol. IV, Number 89, July 12, 1851",Various
12059,"Secret History of the Court of England, from the Accession of George the Third to the Death of George the Fourth, Volume I (of 2)","Lady Anne Hamilton"
12060,"Secret History of the Court of England, from the Accession of George the Third to the Death of George the Fourth, Volume II (of 2)","Lady Anne Hamilton"
12061,"The Way of Decision","M. C. Pease"
12062,"Pencil Sketches","Eliza Leslie"
12063,"Great Inventions and Discoveries","Willis Duff Piercy"
12064,"Punch, or the London Charivari, Vol. 105, September 16th, 1893",Various
12065,"The Golden Hope","Robert H. Fuller"
12066,"The Gates of Chance","Van Tassel Sutphen"
12067,"Catastrophe and Social Change","Samuel Henry Prince"
12068,"The Coast of Adventure","Harold Bindloss"
12069,"The Baptist Magazine, Vol. 27, March 1835",Various
12070,"A Crooked Mile","Oliver Onions"
12071,"Women's Bathing and Swimming Costume in the United States","Claudia B. Kidwell"
12072,"The Katipunan","J. Brecknock Watson (AKA Francis St. Clair)"
12073,"The Island of Gold","Gordon Stables"
12074,"Through Magic Glasses and Other Lectures","Arabella B. Buckley"
12075,"Fridthjof's Saga","Esaias Tegne'r"
12076,"Notes and Queries, Vol. IV, Number 90, July 19, 1851",Various
12077,"Ecological Studies of the Timber Wolf in Northeastern Minnesota","L. David Mech"
12078,"American Pomology","J. A. Warder"
12079,"A Journal of the Plague Year","Daniel Defoe"
12080,"A Synopsis of Neotropical Hylid Frogs, Genus Osteocephalus","Linda Trueb"
12081,"The History of the Nineteenth Century in Caricature","Arthur Bartlett Maurice"
12082,"The Story of Great Inventions","Elmer Ellsworth Burns"
12083,"This Country Of Ours","H. E. Marshall Author: Henrietta Elizabeth Marshall"
12084,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 8",Various
12085,"Bill's School and Mine","William Suddards Franklin"
12086,"Jungle Peace","William Beebe"
12087,"Ocean to Ocean on Horseback","Willard Glazier"
12088,"Queens of the French Stage","H. Noel Williams"
12089,"Luck at the Diamond Fields","Dalrymple J. Belgrave"
12090,"Coniston, Book I.","Winston Churchill"
12091,"The Jew","Joseph Ignatius Kraszewski"
12092,"The Countess Cosel","Joseph J. Kraszewski"
12093,"Count Bruehl","Joseph Kraszewski"
12094,"Our Old Home, Vol. 2","Nathaniel Hawthorne"
12095,"Memoirs of the Life of Sir Walter Scott, Volume 6","John Gibson Lockhart"
12096,"Charles Lewis Cocke","William Robert Lee Smith"
12097,"Forest Trees of Illinois","Fuller George D."
12098,"An Enquiry into the Causes of the Frequent Executions at Tyburn (1725)","Bernard Mandeville"
12099,"Sentiment, Inc.","Poul William Anderson"
12100,"Thomas Hart Benton","Theodore Roosevelt"
12101,"A List of Kegan Paul, Trench and Co.'s Publications (1887)",Anonymous
12102,"Vondel's Lucifer","Joost van den Vondel"
12103,"Coniston, Complete","Winston Churchill"
12104,"The War of the Axe","J. Percy-Groves"
12105,"The Sins of the Children","Cosmo Hamilton"
12106,"Three Hours after Marriage","John Gay"
12107,"In the Arctic Seas","Francis Leopold McClintock"
12108,"The Panama Canal and its Makers","Vaughan Cornish"
12109,"From School to Battle-field","Charles King"
12110,"Some Account of the Public Life of the Late Lieutenant-General Sir George Prevost, Bart.","E. B. Brenton"
12111,"The History of Cuba, vol. 2","Willis Fletcher Johnson"
12112,"The Story of a Life","J. Breckenridge Ellis"
12113,"The Myrtle Reed Cook Book","Myrtle Reed"
12114,"The Teaching of Geometry","David Eugene Smith"
12115,"Chambers's Twentieth Century Dictionary (part 1 of 4: A-D)",Various
12116,"Forest Life and Forest Trees: comprising winter camp-life among the loggers, and wild-wood adventure.","John S. Springer"
12117,"Lincoln, the Politician","T. Aaron Levy"
12118,"The Cruise of the Land-Yacht 'Wanderer'","Gordon Stables"
12119,"A Trooper Galahad","Charles King"
12120,"Cathedral Cities of Italy","William Wiehe Collins"
12121,"Monks, Popes, and their Political Intrigues","John Alberger"
12122,"Auricular Confession and Popish Nunneries","William Hogan"
12123,"Dawn of the Morning","Grace Livingston Hill"
12124,"Kansas Women in Literature","Nettie Garmer Barker"
12125,"A Second Book of Operas","Henry Edward Krehbiel"
12126,"The Life Of Thomas Paine, Vol. I. (of II)","Moncure Daniel Conway"
12127,"The Life Of Thomas Paine, Vol. II. (of II)","Moncure Daniel Conway"
12128,"Popery! As it Was and as it Is","William Hogan"
12129,"A Night on the Borders of the Black Forest","Amelia B. Edwards"
12130,"Mavis of Green Hill","Faith Baldwin"
12131,"The Crime of the Congo","Sir Arthur Conan Doyle"
12132,"Birket Foster, R.W.S.","Herbert Minton Cundall"
12133,"Trees Worth Knowing","Julia Ellen Rogers"
12134,Elias,"Orson F. Whitney"
12135,"For Sceptre and Crown, Vol. I (of II)","Gregor Samarow"
12136,"In God's Way","Bjoernstjerne Bjoernson"
12137,"South and South Central Africa","H. Frances Davidson"
12138,"Memorials of the Independent Churches in Northamptonshire","Thomas Coleman"
12139,"Alter Ego","W. W. Walker"
12140,"Some Jewish Witnesses For Christ","Rev. A. Bernstein, B.D."
12141,"Bird Neighbors","Neltje Blanchan"
12142,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 2",Various
12143,"A History of the Republican Party","George Washington Platt"
12144,"English and Scottish Ballads, Volume II (of 8)",Various
12145,"Egerton Ryerson and Education in Upper Canada","J. Harold Putman"
12146,"The Civil War Centennial Handbook","William H. Price"
12147,"Kankanay Ceremonies","C. R. Moss"
12148,"Fishes of the Big Blue River Basin, Kansas","W. L. Minckley"
12149,"The Attitudes of Animals in Motion","Eadweard Muybridge"
12150,"Recollections and Impressions","Octavius Brooks Frothingham"
12151,"Manners & Cvftoms of ye Englyfhe","Richard Doyle"
12152,"The Angel of the Gila:","Cora Marsland"
12153,"How to Collect a Doctor Bill","Frank P. Davis"
12154,"Guy Fawkes","William Harrison Ainsworth"
12155,"A Narrative of Service with the Third Wisconsin Infantry","Julian Wisner Hinkley"
12156,"Campaign of the First Troop Philadelphia City Cavalry","James Cooper"
12157,"The Byzantine Empire","Charles William Chadwick Oman"
12158,"Atlantic Classics",Various
12159,"The Valley of Fear","Arthur Conan Doyle"
12160,"A Damaged Reputation","Harold Bindloss"
12161,"Deformities of Samuel Johnson, Selected from his Works",Anonymous
12162,"Some Pioneers and Pilgrims on the Prairies of Dakota","John B. Reese"
12163,"Ecstasy: A Study of Happiness","Louis Couperus"
12164,"Pioneer Day Exercises","(Schoolcraft, Michigan) Ladies' Library Association"
12165,"A Memoir of Sir Edmund Andros, Knt.,","William Henry Whitmore"
12166,"Etidorhpa or the End of Earth.","John Uri Lloyd"
12167,"Notes and Queries, Vol. IV, Number 91, July 26, 1851",Various
12168,"The Chronicle of Jocelin of Brakelond: A Picture of Monastic Life in the Days of Abbot Samson","Jocelin de Brakelond"
12169,Notwithstanding,"Mary Cholmondeley"
12170,"Life in an Indian Outpost","Gordon Casserly"
12171,"The Rise of Cotton Mills in the South","Broadus Mitchell"
12172,"Cleopatra's Needle","James King"
12173,"Birds and Man","W. H. Hudson"
12174,"A History of The Nations and Empires Involved and a Study","Logan Marshall"
12175,"England, Canada and the Great War","Louis-Georges Desjardins"
12176,"The Story of Florence","Edmund G. Gardner"
12177,"Old Wine and New","Joseph Cross"
12178,"A Catalogue of Books Published by Methuen and Co., October 1909",Various
12179,"Blackwood's Edinburgh Magazine, Vol. 60, No. 373, November 1846",Various
12180,"The White Knight: Tirant lo Blanc","Joanot Martorell and Marti Johan d'Galba"
12181,"The King's Highway","G. P. R. James"
12182,"Girl Scouts at Dandelion Camp","Lillian Elizabeth Roy"
12183,"Encyclopaedia Britannica, 11th Edition, Volume 11, Slice 1 'Franciscans' to 'French Language'",Various
12184,"A Taxonomic Revision of the Leptodactylid Frog Genus Syrrhophus Cope","John D. Lynch"
12185,"The Jewel of Seven Stars","Bram Stoker"
12186,"Rambles with John Burroughs","Robert John De Loach"
12187,"Gentlemen Rovers","E. Alexander Powell"
12188,Martyria,"Augustus C. Hamlin"
12189,"The Story of Magellan and The Discovery of the Philippines","Hezekiah Butterworth"
12190,"The Cries of London","John Thomas Smith"
12191,"Sketch of the life of Abraham Lincoln","Isaac Newton Arnold"
12192,"The Woman Who Vowed","Ellison Harding"
12193,"Neotropical Hylid Frogs, Genus Smilisca","William E. Duellman"
12194,"The Wireless Officer","Percy F. Westerman"
12195,"Thirty Years in Australia","Ada Cambridge"
12196,"The Open Question","Elizabeth Robins"
12197,"Authors and Writers Associated with Morristown","Julia Keese Colles"
12198,"The Story of Louie","Oliver Onions"
12199,"The Sheridan Road Mystery","Paul Thorne"
12200,"Small Horses in Warfare","Sir Walter Gilbey"
12201,"A Book of Irish Verse","William Butler Yeats"
12202,"Old English Chronicles",Various
12203,Chimneysmoke,"Christopher Morley"
12204,"Climatic Changes","Ellsworth Huntington"
12205,"The Determined Angler and the Brook Trout","Charles  Bradford"
12206,"The Haunted Mine","Harry Castlemon"
12207,"Leaves in the Wind","A. G. Gardiner"
12208,"The Recollections of Geoffrey Hamlyn","Henry Kingsley"
12209,"Divine Songs and Meditacions (1653)","Anne Collins"
12210,Ruysbroeck,"Evelyn Underhill"
12211,"The International Monthly, Vol. II, No. I",Various
12212,"Life of Oliver Wendell Holmes","E. E. Brown"
12213,"Encyclopaedia Britannica, 11th Edition, Volume 12, Slice 2",Various
12214,"Mr. Punch in the Highlands",Various
12215,"Steve P. Holcombe, the Converted Gambler","Rev. Gross Alexander"
12216,"Mexico, Aztec, Spanish and Republican Vol. 1 of 2","Brantz Mayer"
12217,"The Brothers' War","John Calvin Reed"
12218,"Oxford and Her Colleges","Goldwin Smith"
12219,"A Quantitative Study of the Nocturnal Migration of Birds.","George H. Lowery."
12220,"Villages of the Algonquian, Siouan, and Caddoan Tribes West of the Mississippi","David Ives Bushnell"
12221,"The Diplomatic Correspondence of the American Revolution",Various
12222,"Worldly Ways and Byways","Eliot Gregory"
12223,"Profitable Squab Breeding","Carl Dare"
12224,"The Girl Crusoes","Mrs. Herbert Strang"
12225,"The International Monthly, Volume 4, No. 4, November 1, 1851",Various
12226,"The Anglo-French Entente in the Seventeenth Century","Charles Bastide"
12227,"The Whirligig of Time","Wayland Wells Williams"
12228,"Brave Old Salt","Oliver Optic"
12229,"The Reign of Law","James Lane Allen"
12230,"Homes of American Statesmen",Various
12231,"The Girls of Central High at Basketball","Gertrude W. Morrison"
12232,"The Gray Phantom","Herman Landon"
12233,"The Star People","Gaylord Johnson"
12234,"Rocky Mountain [Colorado] National Park","United States Dept. of the Interior"
12235,"Capitola the Madcap","Emma D. E. N. Southworth"
12236,"The South American Republics Part I of II","Thomas C. Dawson"
12237,"The Bath Road","Charles G. (Charles George) Harper"
12238,"The Indians' Last Fight","Dennis Collins"
12239,"Forging Ahead in Business",Various
12240,"A Narrative of the Life of David Crockett, of the State of Tennessee.","Davy Crockett"
12241,"Joseph II. and His Court","L. Muhlbach"
12242,"A Wanderer in Paris","E. V. Lucas"
12243,"A Tale of the Kloster","Brother Jabez"
12244,"The Pike's Peak Rush","Edwin L. Sabin"
12245,"Southern Spain","A.F. Calvert"
12246,"Lippincott's Magazine of Popular Literature and Science, Volume 20. December, 1877.",Various
12247,"Incidents of Travel in Greece, Turkey, Russia, and Poland, 7th ed. Vol. 2 of 2","John Lloyd Stephens"
12248,"The Beautiful White Devil","Guy Boothby"
12249,"Scarlett of the Mounted","Marguerite Merington"
12250,"Under the Lilacs","Louisa May Alcott"
12251,"The South American Republics, Part II (of 2)","Thomas C. Dawson"
12252,"Italian Letters of a Diplomat's Life","Mary Alsop King Waddington"
12253,"The Life and Letters of Mary Wollstonecraft Shelley, Volume I (of 2)","Florence A. Thomas Marshall"
12254,"The Life and Letters of Mary Wollstonecraft Shelley, Volume II (of 2)","Florence A. Thomas Marshall"
12255,"Man and Nature","George P. Marsh"
12256,"Stones of the Temple","Walter Field"
12257,"Natural History in Anecdote",Various
12258,"He Who Gets Slapped","Leonid Nikolayevich Andreyev"
12259,"Plays: Lady Frederick, The Explorer, A Man of Honor","William Somerset Maugham"
12260,"Feminism and Sex-Extinction","Arabella Kenealy"
12261,"Between the Dark and the Daylight","Richard Marsh"
12262,"More Portmanteau Plays","Stuart Walker"
12263,"The Nut Culturist","Andrew S. Fuller"
12264,"The Marquis of Penalta (Marta y Maria)","Armando Palacio Valdes"
12265,"Contemporary One-Act Plays","Sir James M. Barrie"
12266,"Dot and Tot of Merryland","L. Frank Baum"
12267,"Under the Shadow of Etna","Giovanni Verga"
12268,"Reminiscences of Captain Gronow","Rees Howell Gronow"
12269,"May Flowers","Louisa May Alcott"
